Dataset,Val_RMSE,Test_RMSE,Test_MAE,Test_R2,Time_s
Half_Life_Obach,6.329833030700684,17.68614387512207,7.608720302581787,0.3356696367263794,19.968117713928223
Clearance_Hepatocyte_AZ,48.57506561279297,65.53683471679688,38.82931137084961,-0.8637275695800781,22.19140076637268
Clearance_Microsome_AZ,34.85691452026367,41.751853942871094,26.168458938598633,0.06072753667831421,20.869696617126465
Caco2_Wang,9.010930335229261e-10,1.0064293842759753e-09,8.17760692495284e-10,0.9998156428337097,80.23888969421387
