dataset,train_sim_mean,train_sim_median,train_sim_std,test_max_sim_mean,test_mean_sim_mean,pearson_r,pearson_p,spearman_r,spearman_p
Caco2_Wang,0.11289329537505229,0.10588235294117647,0.062383796902159096,0.3676543334038105,0.0993224532098999,-0.0833582321423389,0.008356570016609149,-0.0594014296664524,0.060415782544616645
