dataset,train_sim_mean,train_sim_median,train_sim_std,test_max_sim_mean,test_mean_sim_mean,pearson_r,pearson_p,spearman_r,spearman_p
Half_Life_Obach,0.10085814610241339,0.09523809523809523,0.048778129066749894,0.3658949268702436,0.10336643845757139,-0.042040007410485164,0.1840637314372137,0.010017849853832125,0.7516959199482804
