dataset,train_sim_mean,train_sim_median,train_sim_std,test_max_sim_mean,test_mean_sim_mean,pearson_r,pearson_p,spearman_r,spearman_p
Clearance_Hepatocyte_AZ,0.12477408355497006,0.11702127659574468,0.061013409399943756,0.3594664866465365,0.11965279094074413,-0.06135017983386782,0.052444903345513556,-0.02957068045184715,0.35023078152940956
